0,0.031656452471193475,1.023672530055046,2,200
1,0.03357385281598219,0.8779073840379715,2,200
2,0.029598784803623743,0.8060362353920937,2,200
3,0.03084211810643704,0.9246782475709915,2,200
4,0.038723159062843605,0.916387919485569,2,200
5,0.027656901521814988,0.8291506803035736,2,200
6,0.03260565450482532,1.0016490191221237,2,200
7,0.04007079958207863,0.9389572072029114,2,200
8,0.02687440469206878,0.9099628108739853,2,200
9,0.038203818248430006,0.9891175985336303,2,200
10,0.03676601442280041,0.9691044229269028,2,200
11,0.03279626212969364,0.8092497023940086,2,200
12,0.04657431922013832,1.0302668657058325,2,39
13,0.044901652521054415,1.1040457844734193,2,200
14,0.039039243711897514,0.7679998797178268,2,200
15,0.032392230563926525,0.9576684868335724,2,200
16,0.029528296857592354,0.8052277794480324,2,200
17,0.04015597610752794,0.8902101933956146,2,20
18,0.03840312331674601,0.9083203575015069,2,200
19,0.03557776246206414,0.9435246542096138,2,200
20,0.041184428620637724,0.909777030646801,2,200
21,0.025350737884783203,1.0044078785181045,2,200
22,0.03797784667838395,0.9337534463405609,2,200
23,0.035653618636423155,0.9207452452182769,2,200
24,0.15075533476825662,0.413106919452548,2,200
25,0.03377152497572664,0.9934953713417053,2,200
26,0.04067447533378466,0.9455485054850579,2,200
27,0.04245618933382891,0.8583671913736246,2,176
28,0.03498061611431774,0.9172110226750374,2,200
29,0.032480368181524305,1.0339467757940293,2,200
30,0.03496537986796476,1.0788698542118071,2,200
31,0.042673414873169814,1.0111749213933945,2,200
32,0.03480857396406923,1.0307821726799011,2,200
33,0.03679640496631417,0.9947449433803558,2,200
